Country,Year,Yield,Pesticides,Temperature,Rainfall
Albania,1994,6585554.0,22.0,16.96,1485.0
Albania,1994,6585554.0,7.0,16.96,1485.0
Albania,1994,6585554.0,2.0,16.96,1485.0
Albania,1994,6585554.0,0.7,16.96,1485.0
Albania,1994,6585554.0,0.8,16.96,1485.0
Albania,1994,6585554.0,0.2,16.96,1485.0
Albania,1994,6585554.0,0.3,16.96,1485.0
Albania,1994,6585554.0,1.0,16.96,1485.0
Albania,1994,6585554.0,0.3,16.96,1485.0
Albania,1994,6585554.0,1.7,16.96,1485.0
Albania,1994,6585554.0,74.0,16.96,1485.0
Albania,1994,6585554.0,32.0,16.96,1485.0
Albania,1994,6585554.0,15.0,16.96,1485.0
Albania,1994,6585554.0,2.0,16.96,1485.0
Albania,1994,6585554.0,1.0,16.96,1485.0
Albania,1994,6585554.0,24.0,16.96,1485.0
Albania,1994,6585554.0,0.0,16.96,1485.0
Albania,1994,6585554.0,0.0,16.96,1485.0
Albania,1994,6585554.0,0.0,16.96,1485.0
Albania,1994,6585554.0,3.0,16.96,1485.0
Albania,1994,6585554.0,2.9,16.96,1485.0
Albania,1994,6585554.0,0.1,16.96,1485.0
Albania,1994,6585554.0,0.0,16.96,1485.0
Albania,1995,6557088.0,251.0,15.67,1485.0
Albania,1995,6557088.0,0.36,15.67,1485.0
Albania,1995,6557088.0,0.08,15.67,1485.0
Albania,1995,6557088.0,0.2,15.67,1485.0
Albania,1995,6557088.0,145.0,15.67,1485.0
Albania,1995,6557088.0,22.0,15.67,1485.0
Albania,1995,6557088.0,64.0,15.67,1485.0
Albania,1995,6557088.0,30.0,15.67,1485.0
Albania,1995,6557088.0,2.0,15.67,1485.0
Albania,1995,6557088.0,27.0,15.67,1485.0
Albania,1995,6557088.0,8.0,15.67,1485.0
Albania,1995,6557088.0,2.1,15.67,1485.0
Albania,1995,6557088.0,0.9,15.67,1485.0
Albania,1995,6557088.0,1.0,15.67,1485.0
Albania,1995,6557088.0,0.4,15.67,1485.0
Albania,1995,6557088.0,0.3,15.67,1485.0
Albania,1995,6557088.0,1.1,15.67,1485.0
Albania,1995,6557088.0,0.3,15.67,1485.0
Albania,1995,6557088.0,1.9,15.67,1485.0
Albania,1995,6557088.0,94.0,15.67,1485.0
Albania,1995,6557088.0,41.0,15.67,1485.0
Albania,1995,6557088.0,19.0,15.67,1485.0
Albania,1995,6557088.0,3.0,15.67,1485.0
Albania,1995,6557088.0,2.0,15.67,1485.0
Albania,1995,6557088.0,29.0,15.67,1485.0
Albania,1995,6557088.0,0.0,15.67,1485.0
Albania,1995,6557088.0,0.0,15.67,1485.0
Albania,1995,6557088.0,0.0,15.67,1485.0
Albania,1995,6557088.0,4.0,15.67,1485.0
Albania,1995,6557088.0,4.0,15.67,1485.0
Albania,1995,6557088.0,0.0,15.67,1485.0
Albania,1996,6240694.0,262.4,15.64,1485.0
Albania,1996,6240694.0,0.37,15.64,1485.0
Albania,1996,6240694.0,0.08,15.64,1485.0
Albania,1996,6240694.0,0.2,15.64,1485.0
Albania,1996,6240694.0,149.92,15.64,1485.0
Albania,1996,6240694.0,8.0,15.64,1485.0
Albania,1996,6240694.0,96.35,15.64,1485.0
Albania,1996,6240694.0,0.01,15.64,1485.0
Albania,1996,6240694.0,1.8,15.64,1485.0
Albania,1996,6240694.0,1.12,15.64,1485.0
Albania,1996,6240694.0,4.71,15.64,1485.0
Albania,1996,6240694.0,0.49,15.64,1485.0
Albania,1997,6133569.0,273.79,15.9,1485.0
Albania,1997,6133569.0,0.39,15.9,1485.0
Albania,1997,6133569.0,0.08,15.9,1485.0
Albania,1997,6133569.0,0.22,15.9,1485.0
Albania,1997,6133569.0,154.84,15.9,1485.0
Albania,1997,6133569.0,8.0,15.9,1485.0
Albania,1997,6133569.0,98.69,15.9,1485.0
Albania,1997,6133569.0,0.02,15.9,1485.0
Albania,1997,6133569.0,3.6,15.9,1485.0
Albania,1997,6133569.0,2.24,15.9,1485.0
Albania,1997,6133569.0,5.42,15.9,1485.0
Albania,1997,6133569.0,0.99,15.9,1485.0
Albania,1998,6190927.0,285.19,16.27,1485.0
Albania,1998,6190927.0,0.41,16.27,1485.0
Albania,1998,6190927.0,0.09,16.27,1485.0
Albania,1998,6190927.0,0.22,16.27,1485.0
Albania,1998,6190927.0,159.76,16.27,1485.0
Albania,1998,6190927.0,7.99,16.27,1485.0
Albania,1998,6190927.0,101.04,16.27,1485.0
Albania,1998,6190927.0,0.03,16.27,1485.0
Albania,1998,6190927.0,5.4,16.27,1485.0
Albania,1998,6190927.0,3.36,16.27,1485.0
Albania,1998,6190927.0,6.12,16.27,1485.0
Albania,1998,6190927.0,1.48,16.27,1485.0
Albania,1999,6093797.0,296.59,16.57,1485.0
Albania,1999,6093797.0,0.42,16.57,1485.0
Albania,1999,6093797.0,0.09,16.57,1485.0
Albania,1999,6093797.0,0.23,16.57,1485.0
Albania,1999,6093797.0,164.68,16.57,1485.0
Albania,1999,6093797.0,7.99,16.57,1485.0
Albania,1999,6093797.0,103.39,16.57,1485.0
Albania,1999,6093797.0,0.04,16.57,1485.0
Albania,1999,6093797.0,7.2,16.57,1485.0
Albania,1999,6093797.0,4.47,16.57,1485.0
Albania,1999,6093797.0,6.83,16.57,1485.0
Albania,1999,6093797.0,1.98,16.57,1485.0
Albania,2000,6233737.0,307.98,16.67,1485.0
Albania,2000,6233737.0,0.44,16.67,1485.0
Albania,2000,6233737.0,0.1,16.67,1485.0
Albania,2000,6233737.0,0.23,16.67,1485.0
Albania,2000,6233737.0,169.6,16.67,1485.0
Albania,2000,6233737.0,7.99,16.67,1485.0
Albania,2000,6233737.0,105.73,16.67,1485.0
Albania,2000,6233737.0,0.05,16.67,1485.0
Albania,2000,6233737.0,9.01,16.67,1485.0
Albania,2000,6233737.0,5.59,16.67,1485.0
Albania,2000,6233737.0,7.54,16.67,1485.0
Albania,2000,6233737.0,2.47,16.67,1485.0
Albania,2001,6401096.0,319.38,16.59,1485.0
Albania,2001,6401096.0,0.46,16.59,1485.0
Albania,2001,6401096.0,0.1,16.59,1485.0
Albania,2001,6401096.0,0.23,16.59,1485.0
Albania,2001,6401096.0,174.52,16.59,1485.0
Albania,2001,6401096.0,7.99,16.59,1485.0
Albania,2001,6401096.0,108.08,16.59,1485.0
Albania,2001,6401096.0,0.06,16.59,1485.0
Albania,2001,6401096.0,10.81,16.59,1485.0
Albania,2001,6401096.0,6.71,16.59,1485.0
Albania,2001,6401096.0,8.25,16.59,1485.0
Albania,2001,6401096.0,2.96,16.59,1485.0
Albania,2002,6424129.0,330.78,16.47,1485.0
Albania,2002,6424129.0,0.47,16.47,1485.0
Albania,2002,6424129.0,0.11,16.47,1485.0
Albania,2002,6424129.0,0.24,16.47,1485.0
Albania,2002,6424129.0,179.44,16.47,1485.0
Albania,2002,6424129.0,7.98,16.47,1485.0
Albania,2002,6424129.0,110.43,16.47,1485.0
Albania,2002,6424129.0,0.07,16.47,1485.0
Albania,2002,6424129.0,12.61,16.47,1485.0
Albania,2002,6424129.0,7.83,16.47,1485.0
Albania,2002,6424129.0,8.96,16.47,1485.0
Albania,2002,6424129.0,3.46,16.47,1485.0
Albania,2004,6955307.0,353.57,16.16,1485.0
Albania,2004,6955307.0,0.51,16.16,1485.0
Albania,2004,6955307.0,0.12,16.16,1485.0
Albania,2004,6955307.0,0.23,16.16,1485.0
Albania,2004,6955307.0,189.28,16.16,1485.0
Albania,2004,6955307.0,7.98,16.16,1485.0
Albania,2004,6955307.0,115.12,16.16,1485.0
Albania,2004,6955307.0,0.09,16.16,1485.0
Albania,2004,6955307.0,16.21,16.16,1485.0
Albania,2004,6955307.0,10.07,16.16,1485.0
Albania,2004,6955307.0,10.37,16.16,1485.0
Albania,2004,6955307.0,4.44,16.16,1485.0
Albania,2005,6846125.0,364.97,15.67,1485.0
Albania,2005,6846125.0,0.55,15.67,1485.0
Albania,2005,6846125.0,0.12,15.67,1485.0
Albania,2005,6846125.0,0.25,15.67,1485.0
Albania,2005,6846125.0,194.2,15.67,1485.0
Albania,2005,6846125.0,7.98,15.67,1485.0
Albania,2005,6846125.0,117.47,15.67,1485.0
Albania,2005,6846125.0,0.1,15.67,1485.0
Albania,2005,6846125.0,18.01,15.67,1485.0
Albania,2005,6846125.0,11.19,15.67,1485.0
Albania,2005,6846125.0,11.08,15.67,1485.0
Albania,2005,6846125.0,4.94,15.67,1485.0
Albania,2006,8223523.0,376.36,15.92,1485.0
Albania,2006,8223523.0,0.53,15.92,1485.0
Albania,2006,8223523.0,0.13,15.92,1485.0
Albania,2006,8223523.0,0.24,15.92,1485.0
Albania,2006,8223523.0,199.12,15.92,1485.0
Albania,2006,8223523.0,7.98,15.92,1485.0
Albania,2006,8223523.0,119.81,15.92,1485.0
Albania,2006,8223523.0,0.12,15.92,1485.0
Albania,2006,8223523.0,19.81,15.92,1485.0
Albania,2006,8223523.0,12.3,15.92,1485.0
Albania,2006,8223523.0,11.79,15.92,1485.0
Albania,2006,8223523.0,5.43,15.92,1485.0
Albania,2007,7966730.0,387.76,16.67,1485.0
Albania,2007,7966730.0,0.56,16.67,1485.0
Albania,2007,7966730.0,0.13,16.67,1485.0
Albania,2007,7966730.0,0.25,16.67,1485.0
Albania,2007,7966730.0,204.04,16.67,1485.0
Albania,2007,7966730.0,7.97,16.67,1485.0
Albania,2007,7966730.0,122.16,16.67,1485.0
Albania,2007,7966730.0,0.13,16.67,1485.0
Albania,2007,7966730.0,21.61,16.67,1485.0
Albania,2007,7966730.0,13.42,16.67,1485.0
Albania,2007,7966730.0,12.5,16.67,1485.0
Albania,2007,7966730.0,5.93,16.67,1485.0
Albania,2008,8245648.0,399.16,16.71,1485.0
Albania,2008,8245648.0,0.57,16.71,1485.0
Albania,2008,8245648.0,0.14,16.71,1485.0
Albania,2008,8245648.0,0.25,16.71,1485.0
Albania,2008,8245648.0,208.96,16.71,1485.0
Albania,2008,8245648.0,7.97,16.71,1485.0
Albania,2008,8245648.0,124.5,16.71,1485.0
Albania,2008,8245648.0,0.14,16.71,1485.0
Albania,2008,8245648.0,23.41,16.71,1485.0
Albania,2008,8245648.0,14.54,16.71,1485.0
Albania,2008,8245648.0,13.21,16.71,1485.0
Albania,2008,8245648.0,6.42,16.71,1485.0
Albania,2009,8819914.0,410.55,16.73,1485.0
Albania,2009,8819914.0,0.59,16.73,1485.0
Albania,2009,8819914.0,0.14,16.73,1485.0
Albania,2009,8819914.0,0.25,16.73,1485.0
Albania,2009,8819914.0,213.88,16.73,1485.0
Albania,2009,8819914.0,7.97,16.73,1485.0
Albania,2009,8819914.0,126.85,16.73,1485.0
Albania,2009,8819914.0,0.15,16.73,1485.0
Albania,2009,8819914.0,25.22,16.73,1485.0
Albania,2009,8819914.0,15.66,16.73,1485.0
Albania,2009,8819914.0,13.91,16.73,1485.0
Albania,2009,8819914.0,6.91,16.73,1485.0
Albania,2010,8547294.0,590.5,16.52,1485.0
Albania,2010,8547294.0,0.85,16.52,1485.0
Albania,2010,8547294.0,0.2,16.52,1485.0
Albania,2010,8547294.0,0.33,16.52,1485.0
Albania,2010,8547294.0,375.8,16.52,1485.0
Albania,2010,8547294.0,6.91,16.52,1485.0
Albania,2010,8547294.0,188.53,16.52,1485.0
Albania,2010,8547294.0,0.16,16.52,1485.0
Albania,2010,8547294.0,2.05,16.52,1485.0
Albania,2010,8547294.0,0.35,16.52,1485.0
Albania,2010,8547294.0,9.3,16.52,1485.0
Albania,2010,8547294.0,7.41,16.52,1485.0
Albania,2011,9364804.0,582.68,16.45,1485.0
Albania,2011,9364804.0,0.84,16.45,1485.0
Albania,2011,9364804.0,0.2,16.45,1485.0
Albania,2011,9364804.0,0.31,16.45,1485.0
Albania,2011,9364804.0,317.07,16.45,1485.0
Albania,2011,9364804.0,19.7,16.45,1485.0
Albania,2011,9364804.0,208.6,16.45,1485.0
Albania,2011,9364804.0,0.17,16.45,1485.0
Albania,2011,9364804.0,3.54,16.45,1485.0
Albania,2011,9364804.0,1.23,16.45,1485.0
Albania,2011,9364804.0,24.48,16.45,1485.0
Albania,2011,9364804.0,7.9,16.45,1485.0
Albania,2012,9872577.0,361.62,16.7,1485.0
Albania,2012,9872577.0,0.52,16.7,1485.0
Albania,2012,9872577.0,0.13,16.7,1485.0
Albania,2012,9872577.0,0.18,16.7,1485.0
Albania,2012,9872577.0,157.57,16.7,1485.0
Albania,2012,9872577.0,9.77,16.7,1485.0
Albania,2012,9872577.0,177.46,16.7,1485.0
Albania,2012,9872577.0,0.18,16.7,1485.0
Albania,2012,9872577.0,5.2,16.7,1485.0
Albania,2012,9872577.0,2.46,16.7,1485.0
Albania,2012,9872577.0,0.59,16.7,1485.0
Albania,2012,9872577.0,8.4,16.7,1485.0
Albania,2013,9559003.0,450.6,17.41,1485.0
Albania,2013,9559003.0,0.65,17.41,1485.0
Albania,2013,9559003.0,0.16,17.41,1485.0
Albania,2013,9559003.0,0.23,17.41,1485.0
Albania,2013,9559003.0,214.13,17.41,1485.0
Albania,2013,9559003.0,22.33,17.41,1485.0
Albania,2013,9559003.0,182.48,17.41,1485.0
Albania,2013,9559003.0,0.19,17.41,1485.0
Albania,2013,9559003.0,1.6,17.41,1485.0
Albania,2013,9559003.0,2.5,17.41,1485.0
Albania,2013,9559003.0,18.48,17.41,1485.0
Albania,2013,9559003.0,8.89,17.41,1485.0
Algeria,1990,2504167.0,5743.46,17.48,89.0
Algeria,1990,2504167.0,0.75,17.48,89.0
Algeria,1990,2504167.0,0.23,17.48,89.0
Algeria,1990,2504167.0,1.32,17.48,89.0
Algeria,1990,2504167.0,1187.92,17.48,89.0
Algeria,1990,2504167.0,99.28,17.48,89.0
Algeria,1990,2504167.0,3275.4,17.48,89.0
Algeria,1990,2504167.0,1059.34,17.48,89.0
Algeria,1990,2504167.0,121.53,17.48,89.0
Algeria,1991,2820538.0,7094.39,16.26,89.0
Algeria,1991,2820538.0,0.91,16.26,89.0
Algeria,1991,2820538.0,0.27,16.26,89.0
Algeria,1991,2820538.0,1.4,16.26,89.0
Algeria,1991,2820538.0,1993.92,16.26,89.0
Algeria,1991,2820538.0,129.54,16.26,89.0
Algeria,1991,2820538.0,3712.8,16.26,89.0
Algeria,1991,2820538.0,1059.34,16.26,89.0
Algeria,1991,2820538.0,198.79,16.26,89.0
Algeria,1992,3073075.0,3876.18,16.27,89.0
Algeria,1992,3073075.0,0.48,16.27,89.0
Algeria,1992,3073075.0,0.14,16.27,89.0
Algeria,1992,3073075.0,0.71,16.27,89.0
Algeria,1992,3073075.0,708.35,16.27,89.0
Algeria,1992,3073075.0,69.7,16.27,89.0
Algeria,1992,3073075.0,1898.4,16.27,89.0
Algeria,1992,3073075.0,1059.34,16.27,89.0
Algeria,1992,3073075.0,140.39,16.27,89.0
Algeria,1993,3154480.0,3710.0,17.0,89.0
Algeria,1993,3154480.0,0.46,17.0,89.0
Algeria,1993,3154480.0,0.14,17.0,89.0
Algeria,1993,3154480.0,0.71,17.0,89.0
Algeria,1993,3154480.0,607.6,17.0,89.0
Algeria,1993,3154480.0,100.98,17.0,89.0
Algeria,1993,3154480.0,1909.8,17.0,89.0
Algeria,1993,3154480.0,1059.34,17.0,89.0
Algeria,1993,3154480.0,32.29,17.0,89.0
Algeria,1994,3001022.0,4058.62,17.88,89.0
Algeria,1994,3001022.0,0.51,17.88,89.0
Algeria,1994,3001022.0,0.15,17.88,89.0
Algeria,1994,3001022.0,0.84,17.88,89.0
Algeria,1994,3001022.0,695.33,17.88,89.0
Algeria,1994,3001022.0,134.3,17.88,89.0
Algeria,1994,3001022.0,2084.4,17.88,89.0
Algeria,1994,3001022.0,1059.34,17.88,89.0
Algeria,1994,3001022.0,85.25,17.88,89.0
Algeria,1995,3172234.0,6255.63,17.36,89.0
Algeria,1995,3172234.0,0.78,17.36,89.0
Algeria,1995,3172234.0,0.22,17.36,89.0
Algeria,1995,3172234.0,1.16,17.36,89.0
Algeria,1995,3172234.0,1399.34,17.36,89.0
Algeria,1995,3172234.0,544.34,17.36,89.0
Algeria,1995,3172234.0,2999.4,17.36,89.0
Algeria,1995,3172234.0,1059.34,17.36,89.0
Algeria,1995,3172234.0,253.21,17.36,89.0
Algeria,1996,3280158.0,2190.88,16.76,89.0
Algeria,1996,3280158.0,0.27,16.76,89.0
Algeria,1996,3280158.0,0.08,16.76,89.0
Algeria,1996,3280158.0,0.35,16.76,89.0
Algeria,1996,3280158.0,496.62,16.76,89.0
Algeria,1996,3280158.0,72.42,16.76,89.0
Algeria,1996,3280158.0,553.8,16.76,89.0
Algeria,1996,3280158.0,1059.34,16.76,89.0
Algeria,1996,3280158.0,8.71,16.76,89.0
Algeria,1997,3266377.0,1822.16,17.84,89.0
Algeria,1997,3266377.0,0.22,17.84,89.0
Algeria,1997,3266377.0,0.06,17.84,89.0
Algeria,1997,3266377.0,0.35,17.84,89.0
Algeria,1997,3266377.0,553.04,17.84,89.0
Algeria,1997,3266377.0,81.94,17.84,89.0
Algeria,1997,3266377.0,106.8,17.84,89.0
Algeria,1997,3266377.0,1059.34,17.84,89.0
Algeria,1997,3266377.0,21.04,17.84,89.0
Algeria,1998,3422068.0,1498.96,17.14,89.0
Algeria,1998,3422068.0,0.18,17.14,89.0
Algeria,1998,3422068.0,0.05,17.14,89.0
Algeria,1998,3422068.0,0.26,17.14,89.0
Algeria,1998,3422068.0,87.73,17.14,89.0
Algeria,1998,3422068.0,69.02,17.14,89.0
Algeria,1998,3422068.0,215.4,17.14,89.0
Algeria,1998,3422068.0,1059.34,17.14,89.0
Algeria,1998,3422068.0,67.47,17.14,89.0
Algeria,1999,3637072.0,2228.17,17.97,89.0
Algeria,1999,3637072.0,0.27,17.97,89.0
Algeria,1999,3637072.0,0.07,17.97,89.0
Algeria,1999,3637072.0,0.37,17.97,89.0
Algeria,1999,3637072.0,325.19,17.97,89.0
Algeria,1999,3637072.0,126.48,17.97,89.0
Algeria,1999,3637072.0,633.0,17.97,89.0
Algeria,1999,3637072.0,1059.34,17.97,89.0
Algeria,1999,3637072.0,84.16,17.97,89.0
Algeria,2000,3892207.0,2537.4,17.9,89.0
Algeria,2000,3892207.0,0.31,17.9,89.0
Algeria,2000,3892207.0,0.08,17.9,89.0
Algeria,2000,3892207.0,0.45,17.9,89.0
Algeria,2000,3892207.0,536.25,17.9,89.0
Algeria,2000,3892207.0,121.6,17.9,89.0
Algeria,2000,3892207.0,736.05,17.9,89.0
Algeria,2000,3892207.0,1059.34,17.9,89.0
Algeria,2000,3892207.0,84.16,17.9,89.0
Algeria,2001,4064700.0,2846.64,18.13,89.0
Algeria,2001,4064700.0,0.35,18.13,89.0
Algeria,2001,4064700.0,0.09,18.13,89.0
Algeria,2001,4064700.0,0.47,18.13,89.0
Algeria,2001,4064700.0,747.31,18.13,89.0
Algeria,2001,4064700.0,116.72,18.13,89.0
Algeria,2001,4064700.0,839.1,18.13,89.0
Algeria,2001,4064700.0,1059.34,18.13,89.0
Algeria,2001,4064700.0,84.16,18.13,89.0
Algeria,2002,4349232.0,3155.87,17.85,89.0
Algeria,2002,4349232.0,0.38,17.85,89.0
Algeria,2002,4349232.0,0.1,17.85,89.0
Algeria,2002,4349232.0,0.5,17.85,89.0
Algeria,2002,4349232.0,958.38,17.85,89.0
Algeria,2002,4349232.0,111.85,17.85,89.0
Algeria,2002,4349232.0,942.15,17.85,89.0
Algeria,2002,4349232.0,1059.34,17.85,89.0
Algeria,2002,4349232.0,84.16,17.85,89.0
Algeria,2004,4966354.0,3774.35,17.38,89.0
Algeria,2004,4966354.0,0.45,17.38,89.0
Algeria,2004,4966354.0,0.12,17.38,89.0
Algeria,2004,4966354.0,0.47,17.38,89.0
Algeria,2004,4966354.0,1380.5,17.38,89.0
Algeria,2004,4966354.0,102.09,17.38,89.0
Algeria,2004,4966354.0,1148.26,17.38,89.0
Algeria,2004,4966354.0,1059.34,17.38,89.0
Algeria,2004,4966354.0,84.16,17.38,89.0
Algeria,2005,4789598.0,2810.61,17.19,89.0
Algeria,2005,4789598.0,0.34,17.19,89.0
Algeria,2005,4789598.0,0.09,17.19,89.0
Algeria,2005,4789598.0,0.34,17.19,89.0
Algeria,2005,4789598.0,308.93,17.19,89.0
Algeria,2005,4789598.0,151.7,17.19,89.0
Algeria,2005,4789598.0,1099.13,17.19,89.0
Algeria,2005,4789598.0,1166.68,17.19,89.0
Algeria,2005,4789598.0,84.16,17.19,89.0
Algeria,2006,7029305.0,2504.01,18.13,89.0
Algeria,2006,7029305.0,0.3,18.13,89.0
Algeria,2006,7029305.0,0.07,18.13,89.0
Algeria,2006,7029305.0,0.29,18.13,89.0
Algeria,2006,7029305.0,236.4,18.13,89.0
Algeria,2006,7029305.0,180.34,18.13,89.0
Algeria,2006,7029305.0,608.06,18.13,89.0
Algeria,2006,7029305.0,1395.05,18.13,89.0
Algeria,2006,7029305.0,84.16,18.13,89.0
Algeria,2007,4560024.0,3562.52,17.42,89.0
Algeria,2007,4560024.0,0.42,17.42,89.0
Algeria,2007,4560024.0,0.1,17.42,89.0
Algeria,2007,4560024.0,0.44,17.42,89.0
Algeria,2007,4560024.0,706.95,17.42,89.0
Algeria,2007,4560024.0,201.07,17.42,89.0
Algeria,2007,4560024.0,779.25,17.42,89.0
Algeria,2007,4560024.0,1791.1,17.42,89.0
Algeria,2007,4560024.0,84.16,17.42,89.0
Algeria,2008,4748874.0,5720.11,17.55,89.0
Algeria,2008,4748874.0,0.68,17.55,89.0
Algeria,2008,4748874.0,0.17,17.55,89.0
Algeria,2008,4748874.0,0.7,17.55,89.0
Algeria,2008,4748874.0,391.41,17.55,89.0
Algeria,2008,4748874.0,322.33,17.55,89.0
Algeria,2008,4748874.0,742.94,17.55,89.0
Algeria,2008,4748874.0,4179.27,17.55,89.0
Algeria,2008,4748874.0,84.16,17.55,89.0
Algeria,2009,5378860.0,3168.41,17.78,89.0
Algeria,2009,5378860.0,0.38,17.78,89.0
Algeria,2009,5378860.0,0.09,17.78,89.0
Algeria,2009,5378860.0,0.31,17.78,89.0
Algeria,2009,5378860.0,497.12,17.78,89.0
Algeria,2009,5378860.0,202.64,17.78,89.0
Algeria,2009,5378860.0,1207.01,17.78,89.0
Algeria,2009,5378860.0,1177.48,17.78,89.0
Algeria,2009,5378860.0,84.16,17.78,89.0
Algeria,2010,5397676.0,1869.58,17.59,89.0
Algeria,2010,5397676.0,0.22,17.59,89.0
Algeria,2010,5397676.0,0.05,17.59,89.0
Algeria,2010,5397676.0,0.18,17.59,89.0
Algeria,2010,5397676.0,203.36,17.59,89.0
Algeria,2010,5397676.0,261.27,17.59,89.0
Algeria,2010,5397676.0,1123.39,17.59,89.0
Algeria,2010,5397676.0,197.4,17.59,89.0
Algeria,2010,5397676.0,84.16,17.59,89.0
Algeria,2011,5928864.0,7612.21,17.79,89.0
Algeria,2011,5928864.0,0.9,17.79,89.0
Algeria,2011,5928864.0,0.21,17.79,89.0
Algeria,2011,5928864.0,0.65,17.79,89.0
Algeria,2011,5928864.0,459.73,17.79,89.0
Algeria,2011,5928864.0,332.52,17.79,89.0
Algeria,2011,5928864.0,1800.0,17.79,89.0
Algeria,2011,5928864.0,4935.8,17.79,89.0
Algeria,2011,5928864.0,84.16,17.79,89.0
Algeria,2012,6240085.0,8980.17,17.91,89.0
Algeria,2012,6240085.0,1.07,17.91,89.0
Algeria,2012,6240085.0,0.24,17.91,89.0
Algeria,2012,6240085.0,0.72,17.91,89.0
Algeria,2012,6240085.0,392.77,17.91,89.0
Algeria,2012,6240085.0,357.0,17.91,89.0
Algeria,2012,6240085.0,1848.6,17.91,89.0
Algeria,2012,6240085.0,6297.64,17.91,89.0
Algeria,2012,6240085.0,84.16,17.91,89.0
Algeria,2013,6665608.0,8269.57,17.65,89.0
